player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,framing,arm,zr,pa,pm
2,2016,3,200,1,0,3,1371,64,1296,0,1432,162,162,11,91,0,0,0,0,1,183,172,10,211,201,40,38,17,13,21,7,12,2,2,0,0.0,0.0,2.556,303,261
2,2016,3,200,1,0,4,3,2,1,0,5,4,0,0,1,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.058,2,2
2,2016,3,200,1,0,6,3,2,1,0,4,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0303,1,1
2,2017,3,200,1,0,3,1331,60,1265,0,1433,162,162,6,90,0,0,0,0,1,164,155,5,228,222,22,18,20,12,10,3,6,1,2,0,0.0,0.0,1.61,288,256
2,2017,3,200,1,0,6,3,2,1,0,3,2,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0629,2,2
2,2017,3,200,1,0,4,3,1,2,0,4,3,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0307,1,1
2,2017,3,200,1,0,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2018,3,200,1,0,3,1320,68,1244,0,1424,162,162,8,92,0,0,0,0,0,158,153,8,236,227,27,20,19,10,6,3,9,1,3,0,0.0,0.0,-1.9864,300,261
2,2018,3,200,1,0,4,3,3,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,2,2,1,0,0,0,0,0,0.0,0.0,0.2945,4,3
2,2019,3,200,1,0,3,1373,77,1284,0,1436,162,162,12,104,0,0,0,0,1,180,173,8,242,233,46,36,17,10,17,6,16,2,2,0,0.0,0.0,-1.3741,340,287
2,2019,3,200,1,0,4,5,1,2,0,2,2,0,2,0,0,0,0,0,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,-0.9002,3,1
2,2020,3,200,1,0,3,1345,72,1263,0,1434,162,162,10,110,0,0,0,0,0,173,167,8,222,215,39,34,13,10,14,6,10,0,5,0,0.0,0.0,0.7772,303,265
2,2020,3,200,1,0,4,2,0,1,0,2,3,0,1,0,0,0,0,0,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.4636,2,1
2,2021,3,200,1,0,3,1334,67,1258,0,1413,162,162,9,104,0,0,0,0,0,176,172,9,239,230,37,34,14,10,14,5,8,1,3,0,0.0,0.0,-0.2779,315,280
2,2021,3,200,1,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,-0.1134,2,0
2,2021,3,200,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2022,3,200,1,0,3,1355,65,1281,0,1432,162,162,9,85,0,0,0,0,0,176,172,8,221,213,38,32,14,10,10,5,6,0,3,0,0.0,0.0,-0.2834,292,260
2,2022,3,200,1,0,4,2,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0302,1,1
2,2023,3,200,1,0,3,1288,75,1204,0,1434,162,162,9,105,0,0,0,0,0,174,171,7,211,208,28,20,19,14,11,3,8,1,2,0,0.0,0.0,-0.023,279,246
2,2023,3,200,1,0,4,4,2,2,0,5,4,0,0,0,0,0,0,0,0,2,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.1562,4,3
2,2024,3,200,1,0,3,1320,67,1244,0,1427,162,162,9,122,0,0,0,0,2,169,163,9,199,188,34,32,17,10,22,7,12,2,2,0,0.0,0.0,-0.8342,286,239
2,2024,3,200,1,0,6,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0756,2,1
2,2024,3,200,1,0,4,2,1,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
2,2025,3,200,1,0,3,1294,83,1199,0,1428,162,162,12,105,0,0,0,0,2,181,173,9,215,204,36,31,18,13,14,7,9,0,5,0,0.0,0.0,0.2891,297,255
2,2025,3,200,1,0,4,3,1,2,0,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.0492,1,0
3,2016,5,200,1,0,3,672,33,630,0,786,96,96,9,65,0,0,0,0,2,83,76,9,107,101,17,16,8,5,6,2,4,1,2,0,0.0,0.0,-0.1903,144,125
3,2017,5,200,1,0,3,699,39,656,0,780,96,96,4,67,0,0,0,0,0,83,78,4,115,113,10,8,10,6,5,2,7,1,2,0,0.0,0.0,0.9938,149,130
3,2018,5,200,1,0,3,658,26,625,0,788,96,96,7,66,0,0,0,0,1,87,83,6,111,105,14,13,9,2,5,1,3,0,1,0,0.0,0.0,-2.1396,143,121
3,2019,5,200,1,0,3,681,36,640,0,763,96,96,5,62,0,0,0,0,0,91,86,4,117,113,19,17,7,4,7,5,5,0,0,0,0.0,0.0,1.0629,155,139
3,2019,5,200,1,0,4,7,2,5,0,7,1,0,0,1,0,0,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0915,6,5
3,2020,5,200,1,0,3,681,38,641,0,781,96,96,2,77,0,0,0,0,2,100,95,2,113,110,14,12,9,5,3,3,4,1,1,0,0.0,0.0,1.8394,144,131
3,2021,5,200,1,0,3,687,29,657,0,778,96,96,1,57,0,0,0,0,0,90,85,1,110,108,18,15,9,6,6,3,6,0,1,0,0.0,0.0,1.9282,150,132
3,2022,5,200,1,0,3,671,30,636,0,784,96,96,5,70,0,0,0,0,2,87,86,2,117,111,12,11,6,4,8,0,2,0,4,0,0.0,0.0,-1.2283,149,126
3,2023,5,200,1,0,3,682,46,633,0,784,96,96,3,51,0,0,0,0,0,94,93,3,112,109,19,17,8,5,8,5,3,0,5,0,0.0,0.0,0.7855,155,136
3,2024,5,200,1,0,3,680,40,634,0,778,96,96,6,48,0,0,0,0,0,92,88,4,133,125,17,16,8,5,7,3,3,0,0,0,0.0,0.0,-0.167,168,149
3,2024,5,200,1,0,4,5,3,2,0,8,2,0,0,1,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0849,3,3
3,2025,5,200,1,0,3,669,44,620,0,782,96,96,5,74,0,0,0,0,1,101,95,5,122,116,19,15,9,7,4,4,2,0,0,0,0.0,0.0,0.945,156,142
3,2025,5,200,1,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
7,2016,8,200,1,0,3,1126,53,1065,0,1229,140,140,8,101,0,0,0,0,2,144,138,8,148,145,35,31,21,12,13,4,4,0,5,0,0.0,0.0,0.5478,226,192
7,2016,8,200,1,0,4,7,5,2,0,16,10,0,0,1,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,2,1,1,0,0.0,0.0,0.327,7,5
7,2016,8,200,1,0,5,1,1,0,0,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0484,1,1
7,2017,8,200,1,0,3,1107,64,1039,0,1256,145,141,4,102,0,0,0,0,1,162,153,4,217,212,21,16,16,11,9,3,3,0,2,0,0.0,0.0,2.0918,268,242
7,2017,8,200,1,0,5,1,1,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0327,1,1
7,2017,8,200,1,0,4,4,2,2,0,7,6,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0307,1,1
7,2018,8,200,1,0,3,1136,58,1074,0,1237,144,140,4,100,0,0,0,0,0,147,140,4,178,174,21,19,16,9,14,5,8,0,2,0,0.0,0.0,1.565,239,207
7,2018,8,200,1,0,4,2,0,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0259,1,1
7,2018,8,200,1,0,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0843,2,2
7,2018,8,200,1,0,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0303,1,1
7,2019,8,200,1,0,3,1101,66,1031,0,1221,142,140,4,107,0,0,0,0,1,153,147,4,180,173,27,24,17,14,12,3,7,0,1,0,0.0,0.0,1.0849,244,214
7,2019,8,200,1,0,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0493,1,1
7,2019,8,200,1,0,4,6,3,3,0,11,9,0,0,2,0,0,0,0,2,2,2,0,3,3,1,0,0,0,1,0,1,0,2,0,0.0,0.0,-0.1593,8,3
7,2020,8,200,1,0,3,1150,70,1078,0,1240,143,140,2,96,0,0,0,0,0,164,155,2,190,186,29,24,13,12,7,2,13,2,5,0,0.0,0.0,4.1122,257,226
7,2020,8,200,1,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
7,2020,8,200,1,0,4,0,0,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.0468,1,0
7,2020,8,200,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,-0.048,1,0
7,2021,8,200,1,0,3,1100,51,1046,0,1227,141,140,3,91,0,0,0,0,2,152,148,3,190,183,27,26,12,8,5,3,8,1,4,0,0.0,0.0,1.8788,246,221
7,2021,8,200,1,0,4,10,2,8,0,16,7,0,0,0,0,0,0,0,1,2,2,0,4,4,1,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.108,6,4
7,2021,8,200,1,0,5,1,0,0,0,5,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,-0.4343,1,0
7,2022,8,200,1,0,3,1132,54,1072,0,1227,140,140,6,105,0,0,0,0,0,137,131,5,187,178,24,21,8,5,7,2,9,1,2,0,0.0,0.0,0.0383,237,207
7,2022,8,200,1,0,5,3,2,0,0,4,4,0,1,0,0,0,0,0,0,3,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,-0.467,3,2
7,2022,8,200,1,0,4,4,2,2,0,11,7,0,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,-0.0442,3,1
7,2022,8,200,1,0,6,2,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.4605,2,1
7,2023,8,200,1,0,3,1129,51,1069,0,1223,141,140,9,96,0,0,0,0,1,146,141,9,189,180,25,20,10,5,11,4,12,3,3,0,0.0,0.0,-1.5647,250,212
7,2023,8,200,1,0,5,2,2,0,0,7,4,0,0,0,0,0,0,0,0,2,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.0,-0.371,3,2
7,2023,8,200,1,0,4,9,4,5,0,14,9,0,0,3,0,0,0,0,0,2,2,0,2,2,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.003,5,3
7,2024,8,200,1,0,3,1092,54,1032,0,1240,142,140,6,110,0,0,0,0,1,122,113,5,160,153,18,17,11,8,10,2,11,3,1,0,0.0,0.0,2.0823,211,183
7,2024,8,200,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
